Search Country,Country Code,Country Rank,Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
Vietnam,VN,22,495,UCyBhQGZhXQ9sAxbkxi8DI0g,YUMMIE TV,3290000,1491924860,1320,VN,"HELLO ! XIN CHÀO TẤT CẢ CÁC BẠN MÌNH LÀ YUMMIE ĐÂY , CHANNEL CỦA MÌNH LÀM VỀ NỘI DUNG MINECRAFT , MINI WORLD , CŨNG NHƯ LÀ VLOGs , Mong các bạn ủng hộ mình  Facebook : https://www.facebook.com/ngan.hua.79"
Vietnam,VN,23,521,UCI16SAPvu6Yw-Z9m-r30edg,MV Channel,3090000,1035135559,994,US,MONSTER SCHOOL
Vietnam,VN,24,568,UCzona5CqbZomiCAGH7iujmg,JuJuBo TV,2830000,1220843064,531,FI,"Hi Guys I'm JuJubo TV I Play Roblox/Minecraft + Ex Top Global Claude Supreme 1 with 1700 stars knows as Demon of the Gold laner + Ex Top 1 Growtopia Richest Player in Growtopia i might still be but i got know as name Jamew7 + I'm Free to play Game , never gonna spend in game + i gonna show people all blox fruits player how to play game without p2w! and i'm Dishwasher i work 12-15 hour a day! + i f"
Vietnam,VN,25,590,UCGO3xOdjuKhULFkwwPoE3Mg,H2O Remix,2730000,988842896,2401,VN,"H2O Remix là Channel nhạc Remix thuộc hệ thống H2O Music hợp tác cùng VCPMC,  Metub Network, Viettel Media, BH Media và các nghệ sĩ showbiz Việt.  - Chúng tôi cam kết mang lại những bản nhạc Remix với chất lượng tốt nhất gửi đến khán giả. - Chúc mọi người có thật nhiều năng lượng tích cực khi giải trí, nghe nhạc trên kênh. - Theo dõi và đồng hành cùng chúng tôi tại: https://www.fb.com/H2OMusicc - "
Vietnam,VN,26,630,UCmgGhZ_OMFGRn5cbfd4Svrw,My Tam,2520000,1847636396,535,VN,MY TAM OFFICIAL YOUTUBE CHANNEL  Welcome to Mỹ Tâm's Official YouTube Channel!   
Vietnam,VN,27,643,UCdC8JBKvGhmoD3h2wMQM1tQ,bqThanh TV,2470000,1628418295,740,VN,kênh vui vẻ :)))  Contact: bqthanhent@gmail.com
Vietnam,VN,28,684,UCPTt4CynO5PnxvK3Nk76E_w,JackVN,2260000,1147625714,1451,VN,"What's up, các bạn khỏe không. Chào mứng đến với channel JackVN, mình là JackVN, tên JackVN, họ JackVN, biệt danh JackVN. Nhớ xem video của JackVN và chúc các bạn một ngày tốt lành !  📰 Liên hệ hợp tác và quảng cáo  ► Gmail : partners@kydstudio.com "
Vietnam,VN,29,691,UCKgALVAg70mbC4SwhkyhvRw,Free Fire Esports VN,2230000,702581539,3576,VN,"Kênh eSports chính thức của Garena Free Fire Vietnam. - Giữ bản quyền phát sóng của VFL (Vietnam Free Fire League) - giải đấu Free Fire chuyên nghiệp cấp độ cao nhất tại Việt Nam. - Phát sóng những giải đấu trong và ngoài nước khác của bộ môn Free Fire. - Cập nhật các nội dung eSports đa dạng, hấp dẫn.  + Fanpage Free Fire Esports: https://www.facebook.com/legendfreefirevn/ + Fanpage Free Fire VN:"
Vietnam,VN,30,702,UC9dAV7yiJwMuNRl_mcbzqwg,PobbRose,2190000,983291191,2018,VN,Chính Chủ là Pobbrose Liên Hệ Quảng Cáo : thanh26596@gmail.com Chào anh em. mình là Pobbrose. Tên thật của mình là Thành =)) Hiện tại mình có đam mê về game và mình quyết định làm video về nó. Rất mong anh em sẽ ủng hộ và góp ý cho mình Đăng Ký Kênh của mình để ủng hộ và theo dõi nhiều video hơn nữa nhé. Cột Mốc Đáng Nhớ: - 28/03/2016 : Đạt 100 Subscriber đầu tiên :3 - 17/04/2016 : Đạt 500 Subscri
Vietnam,VN,31,705,UCWaqRVpfdjpR_nRRWe6vbog,TUI TÊN BÔ,2180000,699294008,2257,VN,
Vietnam,VN,32,708,UCoISHZnrIOn4SunyqjrRt4w,Châu Khải Phong,2170000,957563700,222,VN,"Channel chính thức của Châu Khải Phong, do chính Phong tự tay quản lý, mọi người theo dõi kênh để cập nhật những sản phẩm mới nhất của Phong nhé "
Vietnam,VN,33,716,UCsYABc3KrwbYb3GHOqJ6wPA,White Toxic,2130000,823799171,639,Unknown,Đăng ký kênh để xem những nội dung giải trí của mình nhé !!! -Từ 1 người chơi game bình thường  -Sau 2 năm đầu gắn bó trở thành đam mê -Quyết tâm làm video trong 4 năm nhưng thất bại -Cố gắng học hỏi và ra nội dung thật nhiều -Được mọi người yêu mến và biết đến  -100 ngàn người đăng ký đầu tiên nhờ sự nỗ lực -Bất ngờ khi nội dung của mình được mọi người đón nhận quan tâm rất nhiều  -900 ngàn người
Vietnam,VN,34,724,UCkPjGQlqzXbDD7R-KDZxkUg,Buggy Huggy,2090000,1008917019,1047,US,"Hi! My name is Vlad and here i will post some videos from Poppy Playtime game. You will see game mods, edits and glitches with Huggy Wuggy, Kissy Missy and Poppy."
Vietnam,VN,35,730,UC8rFqtcN8pmvUYpFCoF5lzA,Lộc Zutaki,2080000,661840309,1263,VN,"Liên Hệ tài trợ/ Quảng cáo: loczutakiisme@gmail.com ============================================ Hí các bạn, mình là Lộc Zutaki và mình chỉ là 1 gamer Minecraft, hay nói chính xác hơn là 1 nhân vật ""HƯ CẤU"" hoy à :3 Mong là những video Game trên kênh sẽ giúp các bạn có những giây phút thư giản và giải trí sau 1 ngày học tập, làm việc căng thẳng nha ^^ Nếu các bạn thích video thì hãy ủng hộ mình bằ"
Vietnam,VN,36,731,UCFgdBcaVqROiBTiFlHF0SSw,Sầu Riêng TV,2070000,521464012,1594,VN,"Hellluuuu mình là Sầu Riêng Tv đâyyyyyyyy, Đây là kênh chuyên về Minecraft và mình sẽ quay những video thật thú vị trên này nên các bạn ủng hộ mình nhéeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee Kênh chính :  @SauRiengTV   Kênh Phụ :  @suritv293   Kênh shorts :  @sauriengshorts557   Đăng Kí Các Thành Viên Còn Lại Của Sinh Tố Team Nhéeeeee ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ 📰 Liên hệ hợp tác và quảng cáo  ► Gmail : pa"
Vietnam,VN,37,745,UCN_Zhu6FImgfqKeHUBlZcVg,Hat Snow Player,2010000,1501119294,2153,VN,Kênh này để tui up live stream game nha  Tui livestream hàng ngày trên tiktok : Hat Snow  ( https://www.tiktok.com/@hatlive1) Vào lúc 8h tối  Kênh 16+  Email : hatsnowbox@gmail.com
Vietnam,VN,38,754,UCAJ9i1NhhlnosAGu7QcBEtw,Phê Phim,1990000,1015142480,2972,VN,Fanatical about films. Liên hệ hợp tác: contact@pheteam.vn 
Vietnam,VN,39,763,UCPzf0TabG_Wl30zMshVfzCA,BÁC GẤU VLOG,1950000,622344339,1563,VN,"Đây Là kênh vlog chính thức của TDT , mọi người ấn đăng ký để xem thường xuyên video về gia đình và cuộc sống của mình nhé    ========================= ✩ Hợp tác : booking@ikonix.vn ========================= © Bản quyền thuộc về iKonix © Copyright by iKonix  ☞ Do not Reup  "
Vietnam,VN,40,764,UCSnVteUNlhr1SqCjTQx0PDQ,ST.319 Entertainment,1950000,1518341243,273,VN,ST.319 ENTERTAINMENT AMEE | GREY D | NICKY | VƯƠNG BÌNH  S•HUBE LABEL HỨA KIM TUYỀN | TDK | DUONGK | KAI ĐINH 2PILLZ | WOKEUP | TRID MINH | NEWL | MINH MAXIMUM | MINH ĐẠT NGUYỄN | N.T.B  *HOTLINE For work: +84889990319  *INFO: work@st319.vn | http://st319.vn | https://www.facebook.com/st319entertainment | https://www.instagram.com/st319entertainment
Vietnam,VN,41,791,UC87UEhR7INB0e0WxfIsEQhQ,RAV,1860000,1080539485,712,VN,🎮 RAV – Gaming the wrong way 
Vietnam,VN,42,825,UCIzzawIg4eCPgZggwFzEQbQ,Garena Liên Quân Mobile,1740000,878867241,2838,VN,"Youtube chính thức của Garena Liên Quân Mobile. Trang thông tin cung cấp tất cả video về tướng và trang phục mới, các sự kiện và hoạt động xoay quanh tựa game."
Vietnam,VN,43,853,UCKHGKR_8mQcCuSOoagfpdBA,Bi Huỳnh Gaming,1660000,483899845,249,VN,"Mình là Bi Huỳnh - Chơi Roblox chủ yếu là Blox Fruit, 1 năm ra thêm vài cái vlog chill chill nữa  - Nếu xem video vui các bạn hãy giúp mình 1 like & đăng ký kênh nhóee "
Vietnam,VN,44,857,UCQ7d2lO-qGUy6wwM4n3KHfw,Phan Mạnh Quỳnh Official,1640000,620085208,101,VN,Chào mừng bạn đến với Kênh YouTube chính thức của Phan Mạnh Quỳnh ! Welcome to Phan Mạnh Quỳnh's Official YouTube Channel !  ► Hãy nhấn ĐĂNG KÝ để là người đầu tiên xem CÁC SẢN PHẨM MỚI NHẤT của Phan Mạnh Quỳnh.  http://popsww.com/phanmanhquynh  ▶ Theo Dõi Phan Mạnh Quỳnh:  ♫ Youtube: http://popsww.com/phanmanhquynh ♫ Facebook: https://www.facebook.com/pmq.and.friends ♫ Fanpage: https://www.facebo
Vietnam,VN,45,899,UCCysVdGR-KuHxDvZuA8c6mg,Nguyễn Thái Học Official,1540000,854525033,171,VN,"""Người kể chuyện bằng Âm Nhạc"" ▶ More information about Nguyễn Thái Học : https://www.tiktok.com/@nguyenthaihoc38hatinh https://www.facebook.com/thaihoc38hatinh/ https://www.facebook.com/thaihocsinger/ https://open.spotify.com/artist/6BnKArbWE6Il0AyLJdvUxy https://www.instagram.com/thaihoc38_/ https://www.threads.com/@thaihoc38_ http://metub.net/nguyenthaihoc https://zingmp3.vn/Thai-Hoc "
Vietnam,VN,46,928,UCq-ICTdD_FcX8T5xd8lPlhg,Vũ Liz,1460000,443147900,4160,VN,"Chào mọi người, mình là Vũ Liz   HÃY nhấn ĐĂNG KÝ để theo dõi những video mới nhất nhé !  "
Vietnam,VN,47,932,UCBUDTDZo0QenO5ou_Ik3cTQ,Nguyễn Khả Khánh,1450000,185102710,359,VN,Cảm ơn tất cả các bạn đã luôn luôn ủng hộ và đồng hành cùng mình nhé ^^
Vietnam,VN,48,958,UCG6nTGFxbG_9WLvuYM6VtKw,Karaoke Huỳnh Lê,1390000,1265607466,3877,VN,"🎤 KARAOKE HUỲNH LÊ – Kênh Karaoke Chất Lượng Cao Cho Mọi Người  Chào mừng bạn đến với Karaoke Huỳnh Lê – kênh chuyên cung cấp video karaoke chất lượng cao, âm thanh chuẩn, dễ hát dành cho mọi người yêu ca hát. Tại đây bạn sẽ tìm thấy nhiều thể loại nhạc phổ biến như karaoke nhạc trẻ, bolero, nhạc trữ tình, remix, nhạc hot TikTok và các ca khúc mới nhất. Chúc bạn có những phút giây thư giãn và hát "
Vietnam,VN,49,969,UCe8b9jSSD-bNabF4hkNN5PQ,HIEUTHUHAI,1370000,705341295,53,VN,HIEUTHUHAI 
Vietnam,VN,50,992,UCIUzGiXOn3EE54VZMLxFf5Q,Poppy Boy,1330000,539935963,236,US,
Vietnam,VN,51,1053,UC6JIOAjCxcSvZnaXYK_gIQA,Thanh Hưng Official,1210000,905510638,120,VN,"Đây là kênh youtube của Thanh Hưng , sẽ liên tục upload những sáng tác của riêng mình cho mọi người cùng thưởng thức. Nếu thấy hay thì đừng tiếc gì 1 click theo dõi và đăng kí kênh của Thanh Hưng nhé!!! -Link facebook: https://www.facebook.com/thanhhung3010 -Link Fanpage: https://www.facebook.com/ThanhHungIDOL/"
Vietnam,VN,52,1082,UCMmTKMN79J0lBWDPGaZgl7Q,Bi Huỳnh Roblox,1140000,354825487,252,VN,"Kênh chính chủ Bi Huỳnh, chơi khi nào hết game thì nghỉ   Mn nhớ đăng ký và like video thật nhìu để mình có động lực ra clip nhanh nha "
Vietnam,VN,53,1093,UCDurFr6wCtj1e9Km0JveffA,Su Đờn,1130000,720946202,1925,VN,"Đùuuuuuu, xin chào các bạn, chào mừng các bạn đến với kênh Youtube Su Đờn, kênh của mình chuyên quay những video Game Funny Moments, đủ các thể loại game luôn... Hi vọng nó sẽ giúp bạn giải trí, nhớ đăng ký kênh và chia sẻ để ủng hộ mình nhé ^_^ ★ Liên hệ Quảng cáo: partners@kydstudio.com  9CF9-7DE0-38AE-CBF8-45F5-4BD1-CDB9-E441"
Vietnam,VN,54,1132,UCy1HhzKyy_oa5Nd0VqfL1YQ,Duy Lê,1070000,413577075,1510,VN,Liên hệ công việc : hypersquadbookingjob@gmail.com  
Vietnam,VN,55,1198,UCoCZ3rmYvwGp08lj-MM1Dow,Hiền Hồ Official,969000,688529754,239,VN,Đây là kênh YouTube Chính Thức của Hiền Hồ.  Đăng ký kênh Hiền Hồ để xem nhiều video mới tại : http://metub.net/hienho  Liên hệ hợp tác: Fanpage: https://facebook.com/hienhoofficial For work: 0909289906 (Mr. Hồ Hải Đăng) Via email: hienhoofficial@gmail.com
Vietnam,VN,56,1225,UCTj-KdOLC78CGcPwXpS3Xzw,JayGray Roblox,938000,383666008,733,VN,"😄 Chào mừng các bạn đã đến với kênh JayGray Roblox nha ! Trong channel này mình sẽ cùng các bạn trải nghiệm những thứ mới lạ và thú vị trong tựa game Roblox mỗi ngày để giúp các bạn thư giãn cũng như giải trí sau một ngày học tập mệt mỏi trên trường nhé !! ------------------------------------------------------- 🌈 Liên hệ tài trợ, quảng cáo, hợp tác:  ✅ FACEBOOK: https://www.facebook.com/JayGrayVN/"
Vietnam,VN,57,1278,UChG2EWuXoW7Tgof35WjbsnQ,LoL Esports VN,861000,389753308,3013,Unknown,Trang thông tin chính thức về các giải đấu của bộ môn Thể Thao Điện Tử Liên Minh Huyền Thoại  https://lolesports.com/ 
Vietnam,VN,58,1298,UC8uc0co_o2Bo6UV0N7vF0tQ,EnderDragonVN,837000,261234919,747,VN,Alo alo chào các bạn nha ! Nếu thích video siêu hay của mình đừng quên đăng kí kênh để mình sớm đạt được mục tiêu nha ! Mục tiêu tiếp theo : 1.000.000 Subscribers !!!!!!!!!!!!!!!!!!! Có vấn đề gì thì liên hệ mình ở dưới nha 
Vietnam,VN,59,1300,UCapVcQtI1bJBxBxSM1V7-bw,ANGUBOT NA,835000,149083793,87,VN," . Angubot NA is an animation and illustration channel featuring both original projects and creative reinterpretations of familiar themes, all presented in my own style. All characters and stories are fictional, and this channel is not intended for children.   . Angubot NA es un canal de animación e ilustración con proyectos originales y reinterpretaciones creativas de temas conocidos, presentados"
Vietnam,VN,60,1310,UCVFBeCz4gx_hfmrtK1Bn8gA,DANMOMO YT,831000,92150196,251,Unknown,Cho mình xin 1 Đăng Ký nha cả nhà iu❣️
Vietnam,VN,61,1312,UCmroz1gepSYIIfe7I3z4p6w,Việt Mix TV,830000,42209662,192,Unknown,"VIỆT MIX TV thuộc RIN Media là đội ngũ sản xuất những bản Remake remix, lofi, speed up “viral” chất lượng hàng đầu.  RIN Media có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Youtube, Tiktok và nhiều nền tảng nhạc số khác.  Với hệ thống về âm nhạc hàng đầu tại Việt Nam, RIN Media hi vọng đem đến sự tươi mới trong âm nhạc c"
Vietnam,VN,62,1323,UCgCrotgA4en50zJ3wjQ7X7w,Tăng Duy Tân,816000,525358434,50,VN,Đây là kênh Youtube chính thức của Tăng Duy Tân ♥  ▶TĂNG DUY TÂN TikTok: https://www.tiktok.com/@nguyentangduytan Douyin ID: https://v.douyin.com/ewetFyv/ 
Vietnam,VN,63,1326,UC3XgogNYEe1gT7p9C_JsB3g,CULÌ TV,811000,200684748,333,Unknown,Hành Trình Leo Top Súng
Vietnam,VN,64,1339,UCPg69a0lrR7AOi88X6CQGeA,Air Remix,804000,733503696,923,Unknown,"Air Remix - Kênh âm nhạc hàng đầu hiện nay ♫♫♫ Nơi tuyển chọn những bản nhạc remix hay nhất, hot nhất. Với hi vọng đem đến những giây phút tuyệt vời nhất cho người nghe !  ▪️ Đăng kí: https://www.youtube.com/channel/UCPg69a0lrR7AOi88X6CQGeA?sub_confirmation=1 ▪️ Fanpage: https://www.facebook.com/AirMedia.page ▪️ Website: https://www.airmediamusic.com  ✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về "
Vietnam,VN,65,1341,UC4TqyXMCW0c08N7aRfqxq9A,Gin Tuấn Kiệt,799000,169645227,267,VN,Chào mừng mọi người đến với kênh video chính thức của ca sĩ- diễn viên Gin Tuấn Kiệt.  Hãy subcribe để không bỏ lỡ bất kì sản phẩm âm nhạc chính thức cũng như những video đời thường nào của Gin nhé!  --------------------- Đăng ký kênh để xem nhiều video mới tại :  http://bit.ly/GinTuanKiet_Youtube Theo dõi GIN TUẤN KIỆT trên ►Facebook :  https://www.facebook.com/gintuankiet0609 ►FANPAGE : https://
Vietnam,VN,66,1343,UCb6KKXusfTFE4HdOgd1vHYw,Dương404,798000,264196208,488,VN,ＥＲＲＯＲ  Liên hệ công việc : tuanduong280702@gmail.com 
Vietnam,VN,67,1371,UCfU42vu0J0xk6oa2S0SP-Eg,HK15,769000,525884199,1020,VN,Helo 
Vietnam,VN,68,1430,UCHKcuuAYs3c8n990WeMs-Lw,Thiên Quang Official,707000,181146981,1196,VN,"Chào mừng quý vị đến với Thiên Quang Official - kênh Youtube chính thức của ca sĩ Thiên Quang Bolero.  - Thiên Quang sinh ngày 18-10-1988 sinh ra tại Cà Mau.  Hiện tại ngoài việc đi hát cho thỏa đam mê, Thiên Quang còn đang là Giám đốc điều hành Cty Võ Hoàng Entertainment được rất nhiều anh chị em nghệ sĩ và khán giả khắp nơi biết đến. - Anh từng là sinh viên trường Đại học Công Nghệ Tp.HCM (HUTEC"
Vietnam,VN,69,1437,UC3F3hDIob1s0rE66feKjqYg,Pháo Northside,699000,152404637,46,VN,Pháo Northside Official Channel Contact For Work: Hotline: 0909.84.99.22 (Mr. Brian) Mail For Work: Booking@Phaonorthside.com Brian@Phaonorthside.com 
Vietnam,VN,70,1444,UCE7_JOvjvhskXjeS-D5KP9w,Deann,692000,430166840,334,VN,"Deann  - Mình đăng tải video chơi game , những khoảnh khắc thú vị , những giây phút giải trí trong trò chơi điện tử và hơn thế nữa.  Mọi người có thể theo dõi mình ở đây nha: ►Youtube: https://youtube.com/@deann5 ►Fanpage: https://www.facebook.com/Deann26 ►Facebook cá nhân: https://www.facebook.com/deann26001/ ►Đăng ký kênh xem thêm video của Deann: https://youtube.com/@deann5 "
Vietnam,VN,71,1482,UC8YW6FO4bJzh8IKJl3PtZqw,Văn Tùng,655000,544325427,5590,VN,"Văn Tùng là Bình Luận Viên đã gắn bó với bộ môn Liên Minh Huyền Thoại trong thời gian khá dài. Mình yêu thích và xem nó như 1 việc mà mọi ngày đề phải nâng cao chuyên môn và tiếp thu kiến thức mới, cảm ơn mọi người đã ghé đến kênh của mình vì những nội dung thú vị và bổ ích về LMHT nhé.  ► Lịch Live: *22:30-23:30 hàng ngày trên Youtube *23:30-02:00 hàng ngày tại: https://gglive.vn/live/van-tung/20"
Vietnam,VN,72,1536,UCy-lkYHd4_QOEmZf7VOtzAA,Oanh Tạ official ,614000,439310880,273,VN,"Chúc các bạn có những giây phút nghe nhạc vui vẻ!  ▶ Please do not re-up  ▶ Nhớ LIKE, SUBSCRIBE, SHARE nha các bạn! ▶ Mọi chi tiết xin liên hệ:  https://www.facebook.com/HMRemix2 hoặc KaraokeHeniken@gmail.com Video sẽ được gỡ xuống nếu có bất kỳ phản hồi nào từ phía tác giả. • Nội dung có trong video sẽ không tránh khỏi sai sót hoặc vi phạm bản quyền, ...  • Mong quý vị thông cảm và thông báo trực"
