Search Country,Country Code,Country Rank,Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
France,FR,21,435,UCyMy3i-BaVOmOwTZskm52Ew,LaSalle,3860000,2690935510,5238,Unknown,"Bienvenue sur ma chaine LaSalle, spécialisée dans Grand Theft Auto V  1er sur GTA  2 vidéos par jour sur GTA 5  Email pro : FilouLasalle@gmail.com"
France,FR,22,470,UCiVJZlfcmWMUiXv5oywnDhQ,Wifies,3440000,313488621,541,US,I think it's pronounced wee-fees but I really have no idea  
France,FR,23,512,UC-omFoT0Qf48y7IpEZo-OYQ,NAZA,3160000,1332463899,138,FR,Chaîne officielle de NAZA 
France,FR,24,532,UCh1coBqMQvaFYYqJxSuZtKQ,Unique Sound,3050000,2294438146,2290,IN,"Unique Sound is a global music curation channel featuring handpicked tracks from emerging and established artists worldwide. Curated by Mehul Butiya.  Join the #UniqueSoundFamily on YouTube, Spotify, and Instagram. "
France,FR,25,564,UCD94IYXQINu04R0KxOrhEzA,Polo,2860000,1592613921,5958,CA,"Salut tout le monde, je suis un YouTuber qui vit au Québec, Canada !  Venez découvrir des gameplays sur une tonne de jeux amusants avec moi, surtout les derniers gros titres sortis au magasin près de chez vous!  Cette chaîne contient des petits moments de délires sur les jeux vidéos en français (avec un petit mix d'anglais)! Je mets en ligne des vidéos qui démontrent mon intérêt pour les jeux vidé"
France,FR,26,570,UC5HEq5U--O5nn134mizyCcw,Swedish House Mafia,2830000,2442027985,237,Unknown,"Formed in 2008, Swedish House Mafia—Axwell, Steve Angello, and Sebastian Ingrosso—quickly became global icons in electronic music. They brought house to arenas, sold out Madison Square Garden, and closed Coachella’s main stage. Their hits “Save the World” and “Don’t You Worry Child” earned GRAMMY® nominations and multi-platinum status. After a record-breaking farewell tour and five-year hiatus, th"
France,FR,27,587,UCYGjxo5ifuhnmvhPvCc3DJQ,Wankil Studio - Laink et Terracid,2740000,2691003067,1653,FR,
France,FR,28,615,UCP4wIoy9W9WdAfVIN2sVmEw,Skyrroz,2610000,947828461,4188,FR,"Bienvenue sur ma chaîne YouTube les amis ! Du jeu vidéo, du fun et une petite touche de rage."
France,FR,29,628,UCwDeagCMN0rTg5-r3s9AINA,GotagaTV,2540000,698088983,3067,FR,"Bienvenue sur la chaine secondaire de GOTAGA !  Vous y trouverez des replays, des edits, des gameplays et beaucoup de fun !  ► Contact : contact@gotaga.tv"
France,FR,30,631,UC8whlOg70m2Yr3qSMjUhh0g,Kep1er,2520000,1141820463,1590,KR,This is the Official YouTube channel for Kep1er  
France,FR,31,649,UCAo9RLXZvUiyRllJ-1Ekefg,REDKILL,2430000,1777786168,3905,FR,"Youtuber Gaming depuis 14ans ! Roblox, Minecraft, Jeux mobile etc..  CONTACT : redkill24@gmail.com (pro uniquement)"
France,FR,32,661,UChR1Yn7YpVrnP-SbsWtjuBA,S2G,2370000,993964224,2853,AE,Email for Business Enquiries :- S2G@velocetalent.gg  Home for all things FC 26 Career Mode!
France,FR,33,669,UCwa-qCAFghXwkcQvLadzRxQ,Siphano,2310000,1285838673,6994,FR,Créateur de contenu vétéran perdu en Hyrule 💚  📧 Mail : contact@siphano.fr  
France,FR,34,737,UC5ubXAJDNbG8cBdCOAtW1wQ,BFA,2060000,747737446,4648,FR,On est là depuis un moment... à fond sur les jeux supercell ou mobile en générale !  ★ Mon Tiktok : https://www.tiktok.com/@bfayoutube  ★ Mes réseaux: ✔ https://discord.gg/paytowin ✔ http://instagram.com/bfacoc ✔ https://twitter.com/bfacoc ✔ https://www.tiktok.com/@bfayoutube   
France,FR,35,743,UCo0U1tbk3YbqiLDhkeWOviQ,Bob Lennon,2020000,1110825742,5264,Unknown,"Attention : Chaîne de jeux ne convenant pas à des enfants. Beaucoup de nos jeux sont 18+ et nous nous exprimons sans retenue.  Autrefois, Fanta et Bob vivaient dans l'univers épique du jeu vidéo. Deux amis aux personnalités opposées qui pourtant s'adorent.  Désormais, seul Bob fait du contenu sur cette chaine. Mais l'esprit du Fanta demeure,  et ne nous souhaitons que vous transmettre deux choses "
France,FR,36,749,UCb8A85srkG5a0QUhB6ikVLg,Teeqzy,2010000,390775645,1359,FR,FORTNITE CONTENT CREATOR   Suivez-moi sur les réseaux sociaux :  ► Twitter : https://twitter.com/TeeqzyK​ ► Instagram : http://instagram.com/Teeqzyk​ ► Twitch : http://twitch.tv/teeqzy_​ ► Contact Pro : teeqzy@infinite.fr 
France,FR,37,758,UCm7sKPyF8ASy969wWG7qwgw,Moha K,1970000,637679675,101,Unknown,Chaîne YouTube officielle de Moha K
France,FR,38,775,UCDlg0T0r9v2_XRCG8yqB2vQ,Galax,1900000,687646993,6841,FR,"Chaîne Multigaming sur les jeux du moment et même du rétro de temps à autre. Je propose beaucoup de let's play et des découvertes sur tous types de jeux. Mon Objectif ? Divertir le maximum de personnes dans la joie et la bonne humeur !  Prochains jeux sur la chaîne :    Avril : Samson, Pragmata, Saros Mai : Directive 8020, Forza Horizon 6, 007 First Light, LEGO Batman L'héritage du Chevalier Noir "
France,FR,39,807,UCDB1PaqiausfXbVI2Jjk0iQ,Ninjaxx,1820000,993225162,1607,FR,Pas besoin de description .... BECAUSE IM BATMAN !   Contact Pro : ninjaxxprocontact@gmail.com
France,FR,40,814,UCzCzMjtMD4vCWVgbmv4uq0Q,Kevko,1800000,662591094,2072,FR,🌟 Youtubeur Pigeon 🌟  🎥 Une vidéo tous les jours  🎥  ⬇️ Mes réseaux ⬇️  📽 Youtube : Kevko  🎥 Chaîne IRL : Kevko Life  🎥 Chaîne réaction : Kevko React  📸 Instagram : Kevko YT  🟡 Snapchat : Kevko_youtube  ⚫ Tiktok : kevko_yt  📨 Contact Pro : partenariats@kevko.fr
France,FR,41,902,UCypasri70U7xSQW0oGI4Vtg,AidenShow,1530000,368611150,2385,FR,"👋 AidenShow, c’est une chaîne dédiée à l’univers GTA 5 & GTA 6. Je te propose : ✅ Des vidéos fun et dynamiques ✅ Des concepts originaux ✅ De l’actualité et du contenu exclusif sur GTA 6 ✅ Du gameplay, des défis et du divertissement  🎯 Objectif : te faire kiffer chaque vidéo et évoluer ensemble. 👉 Abonne-toi, active la cloche, et rejoins la team qui ne rate aucun délire ! #AidenShow #Aiden #TeamLaS"
France,FR,42,906,UCUmC7gXciukRv73CQRQ5QGQ,BMTHOfficialVEVO,1530000,2097231064,116,Unknown,"Bring Me The Horizon on Vevo - Official Music Videos, Live Performances, Interviews and more..."
France,FR,43,925,UCkKZipMCTDnYtPJ_K1CsmFw,Unwin,1470000,385258492,4033,FR,"Bienvenue sur ma chaine Unwin, spécialisée dans Grand Theft Auto V.    Team LaSalle.   Une vidéo tous les jours. (Possibilité qu'il y ait d'autres vidéos dans la journée)  Contact pro : proUnwin@gmail.com"
France,FR,44,933,UCnnUozIhtK9k_ubGIo8J3FQ,Casquey,1450000,1339946174,2531,FR,Bienvenue sur ma chaîne principale ! 💌 Mail pro : casquey@cultureg.eu 
France,FR,45,937,UChvOLOXJLQrUW_g9wvYAVLw,Slimane,1430000,931438709,101,FR,En concert à la Salle Pleyel à partir du 14 mai 2026  
France,FR,46,1005,UCTqAZGakovPcZLLXi09uodw,Talcado,1300000,370043932,1018,FR,"Abonne toi si tu aimes TALCADO !  https://awariztalcado.fr/  Chaîne YouTube Minecraft   Pour toute demande : talcadopro@gmail.com  For YouTube channels, we request that a block of verification text is placed on your channels about page - preferably at either the very end to make it more easily identifiable. This text should appear exactly as follows, including the reference to this specific query "
France,FR,47,1031,UCkYN96I4bvKx2fIF8KXjs3w,iProMx,1250000,312689022,1624,FR,GTA 5 Avec iProMx c'est le FUN =D !  E-mail Pro : ipromxyoutube@outlook.fr
France,FR,48,1046,UCLzhly43KD3s9fdh7Se5p_g,Guillaume & Kim,1220000,843011664,8142,FR,"🎥 Guillaume et Kim , Youtubers en couple ❤️ !   On partage nos passions à travers nos vidéos ! Des jeux vidéos🎮, des voyages ✈️ et du fun 😀  De la Nintendo Switch aux jeux mobiles, vous trouverez tous les jeux que l'on aime sur cette chaîne 😊  Pour une question ou une information : guillaumeetkim@gmail.com"
France,FR,49,1080,UC50C2EVYREngY7d_ujAFp5w,Ferre Gola TV Officiel,1150000,437918698,154,BE,"Double album ""Dynastie 2"" Volume 1 & 2 disponible sur toutes les plateformes de téléchargements : https://FerraGola.Ink.to/Dynastie2 "
France,FR,50,1090,UCaCUq621hbDixsvUDELqMVw,ChocolatAndVanillah,1130000,166021920,323,Unknown,"ChocolatAndVanillah 2✨ Chaîne Secondaire, suis une youtubeuse lifestyle mais sur cette chaîne, tu peux considérer comme une youtubeuse ""gameuse"" je fais souvent du Fortnite et d'autres jeux de temps en temps. Tu peux me retrouver ici tout les mercredis, samedi à 13H30 :) 🌺  💕Mes réseaux sociaux 💕 🍦 Devenir sponsor : https://bit.ly/3bwKXaB 🌈  Chaîne secondaire : https://bit.ly/2ANLOq3 🟣Twitch : htt"
France,FR,51,1102,UClpjSU--J61QdOg83qsW50w,Mislicious Play,1110000,126089989,348,FR,★ Hey! ✨ C'est Miss! Ici je joue à des jeux vidéos Roblox 💕 Abonne toi seulement si tu aime mes vidéos!  ◕ ‿ ◕ ℳ𝒾𝓈𝓈  MISLICIOUS PARIS (c) ▌│█║▌║▌║▌║▌║█│▌
France,FR,52,1113,UC1MBcoEUxNAMMUWHyoGBIaA,CYRILstudio,1100000,123723616,310,FR,"Ma chaîne jeux-vidéo ! Gameplay, Top et discussions !   "
France,FR,53,1120,UC32qXzgQ0huNoKmIQVMdW4Q,Infinite Letters,1080000,296856093,347,MX,"Todos los días nuevas canciones de los mejores artistas tanto conocidos como nuevas revelaciones  Soy productor de contenido Audiovisual para diferentes plataformas como Facebook, Instagram, Spotify y TikTok  No olvides subscribirte y seguirme en todas mis redes sociales para estar al pendiente de tu nueva música favorita  Promos/Business:  Infinitelettersyt@gmail.com  No olvides comentar tu canci"
France,FR,54,1154,UCg736zvr5NVhePmY02KHY2g,TheCheeseNaan,1030000,179933045,1431,FR,J'aime jouer à Minecraft avec mes AMIS ! Mes réseaux sociaux : 👻 SNAPCHAT : thecheesenaan 📸 INSTAGRAM : thecheesenaan 💜 TikTok : thecheesenaanyt 🦄 Mon serveur discord : https://discord.gg/DUXzJrf  Contact professionnel : thecheesenaan@outlook.fr  12087256
France,FR,55,1171,UCgANFlYnbE47942AoazfNsg,Lil Joyca,1000000,80464552,289,FR,Chaine bonus de la chaine JOYCA ! 
France,FR,56,1219,UCZ_oIYI9ZNpOfWbpZxWNuRQ,ZeratoR,945000,551477791,8767,FR,Entrepreneur Gaming - Twitch partner - CEO @Unexpected_Fr - Casu à mon grand dam  Voici les réseaux sociaux ou vous pouvez trouver ZeratoR :ù Facebook : https://www.facebook.com/ZeratoR Twitter : https://twitter.com/ZeratoR Instagram : https://www.instagram.com/zerator Discord : https://discord.gg/zerator Tiktok : https://www.tiktok.com/@ZeratoR Mail Business : ZeratoRContact@gmail.com (business o
France,FR,57,1229,UCRXcryyD7dzNQzd0Zkbj3ug,Julien Chièze,927000,489861845,6850,FR,"Bienvenue sur la chaîne de Julien Chièze. Retrouvez le meilleur de l'actualité Jeux Vidéo, Tech et Pop Culture au quotidien.   Depuis près de 30 ans et ses débuts dans le magazine Joypad en 1997, Julien Chièze se passionne pour le jeu vidéo et son industrie. Sur cette chaîne, lancée le 14 AVRIL 2017, vous retrouverez donc ses points de vue, ainsi que les autres vidéos commentées sur le gaming, la "
France,FR,58,1249,UC5i9ji_nljs6-mp0jz_hOHg,Allociné | Bandes Annonces,903000,519906056,5024,FR,"L'actualité des films à l'affiche, au cinéma ou sur les plateformes de streaming. La Bande Annonce VF ou VOST du moment ? Elle est ICI !   Films français et étrangers, comédies, drames, thrillers, documentaires et films indépendants.  "
France,FR,59,1270,UCiTz3Era8OVmBF2Y2rX10JA,Guizmo ,867000,394940944,440,Unknown,Tous les liens de Guizmo : https://guizmo.bio.to/Music
France,FR,60,1284,UC7_THngP20pzk5VRHNKDvtg,Squeezie - Rediffusions,854000,276559975,454,FR,"En live sur ma chaîne Twitch chaque Mercredi de 20h à 00h, toutes les rediffusions sont repostées ici ! "
France,FR,61,1303,UCo_Nm4TBp1rF0DRsWr377Ww,Dr_Horse,833000,319524373,6303,FR,▶ Une vidéo tous les jours à 16h ◀  Sur cette chaine je partage des découvertes / gameplay de jeux en tout genre allant de l'incrémental au jeu de survie en passant par les roguelike et parfois je m'arrête sur certains jeux que j'apprécie particulièrement pour faire des séries dessus. 
France,FR,62,1308,UCo--_7Q6EK7thiy8J2BVZVQ,Landy,832000,607598841,81,FR,Chaine officielle de Landy 😈😈  Single RONNIE KRAY ft. Tiakola dispo partout ! 
France,FR,63,1319,UCY3Uw6Vdkk8KvY5fEq1iTpA,Wankil Studio - Les VOD,821000,399072165,2992,FR,
France,FR,64,1361,UCnD0OseWT-jVB3xX1TAo1jg,GOD LYRICS,778000,342547768,917,US,"Welcome to GOD LYRICS!  Genretor, Opretor & Destroyer of Lyrics.   ""God Lyrics"" is strava to promote finest quality lyrics video of pop, hip-hop, rap, r&b, latin and many more music. You can find viral and popular music from all over social medias like tiktok, Insta trend on ""God Lyrics"".   Subscribe & Be a part of our music journey! 💐"
France,FR,65,1383,UCbUXiv7ro8Pm8NZkQQjXCMA,StundZow Off,754000,210562988,422,FR,🎮Chaine Gaming de StundZow (le plus beau) (devinez qui a écrit ça) 
France,FR,66,1390,UCbjN965MfRvLTYB0aoKzK_Q,Familya Stream,750000,516270560,1630,FR,"Bienvenue sur la chaine youtube 100% stream de la CodFamilya :)  Sur cette chaîne tu pourra nous retrouver en live sur des jeux comme FIFA, CALL OF DUTY, FORTNITE et bien d'autres pour rigoler ensemble . Abonne toi et active la cloche des notification pour ne rater aucun live . code BNBRUF PEACE."
France,FR,67,1394,UCtgGt41P7WhoZxtEFPt-5pA,Azpaz Tv,748000,246164867,665,FR,c moi sur ma bannière  la vidéo la plus nulle de ma chaîne : https://www.youtube.com/watch?v=GQE8WaOsJzc  Facebook : AzpazTv Instagram : azpaztv 
France,FR,68,1461,UC_5g79hz1-gYD1WPgJLd0hw,AWARIZ,671000,229480271,1456,FR,"Je suis AWARIZ, YouTubeur spécialisé dans les vidéos Minecraft roleplay scénarisé. Merci infiniment 600 000 abonnés !! 🔥    Abonne-toi !  Contact Professionnelle: awariz@drizztagency.fr    "
France,FR,69,1500,UCZrtjyeundHobunr-h8Wlbg,KOFFIOLOMIDIEU GOAT,642000,553097114,122,FR,"Antoine Christophe Agbepa Mumba, dit Koffi Olomidé, est né le 13 juillet 1956 à Stanleyville au Congo belge. Il est auteur-compositeur-interprète, producteur musical et polémiste de la République démocratique du Congo. Après ses débuts en tant que parolier pour divers musiciens de la scène congolaise, il se fait remarquer par le public en 1977 avec Synza, chantée en trio avec Papa Wemba et King Ke"
France,FR,70,1502,UCneIjVENbHmjVaep4-5Yq8Q,Fugu,641000,206205798,549,FR,
France,FR,71,1565,UCeVpI1jEdMUfboWOtl_Bq6g,Iconoclaste,590000,97948751,421,FR,"Bonjour... vous !  Bienvenue sur Iconoclaste, votre destination ultime pour tout ce qui concerne la culture du jeu vidéo. Ici, nous plongeons dans les histoires fascinantes derrière le développement de vos jeux préférés, partageons des anecdotes captivantes de joueurs et joueuses, et explorons en profondeur des thèmes variés qui façonnent l'univers du gaming.  Que vous soyez un gamer passionné ou "
France,FR,72,1600,UC7OOFBB8Q5pjlJ0OFZZNx7w,BeOnePourcent,573000,181119841,533,Unknown,(French Content Creator) Pense à bien activer la cloche on va grind 💪❤  
France,FR,73,1613,UCP5Z4fwp9zz0_TLFSF5-Tog,ISK Officiel,559000,214194196,117,FR,"Chaine officielle de ISK / Nouvel album ""HANNIBAL"" disponible "
France,FR,74,1633,UCVynCj7L-ANcNLnh9QX4seQ,Wisethug,546000,157651932,3827,FR,Des vidéos ludiques de jeu vidéo ! 
France,FR,75,1635,UCI-6nJH-anZG21rot5421tA,JOSPLAY,544000,136682249,219,FR,100% challenge 100% plaisir
France,FR,76,1658,UCLzgqAfDUXXvQXYre8VNgdQ,Urban Paradise,529000,409890132,1540,US,Welcome to Paradise 🌴   Your Home For The Best Urban Music With Lyrics! All videos will be a lyric video with closed captions (CC) and have lyrics in the description.   For all inquires see email below.
France,FR,77,1667,UC7iprL0oHEq806uCAKiM9qw,CRB_mp5,525000,150135157,1365,FR,Je veux juste faire sourire 
France,FR,78,1681,UCvVefNs55PdT3wclXGXZVWw,Periado ,520000,260503481,2235,FR,"CODE : Periado dans toutes les boutiques 🎉 Je joue aux jeux Supercell : Brawl Stars, Clash Royale, Clash of Clans etc.. "
France,FR,79,1684,UCATd4qckBEMT-5rG02X36CA,Shado,519000,266666014,774,FR,
France,FR,80,1726,UC-bQgl7oy_rEk05rNWYXafA,Kameto,495000,97649331,666,FR,"Chaine Youtube de Kameto !  En Stream tous les soirs sur Twitch !  ✉️ Business Mail  (business only, pls) : kameto@kameto.tv"
France,FR,81,1747,UCfAV0Lg4IPzZyRQq_Nh-5KA,Domingo Replay,479000,231433416,2884,FR,Ici tu trouveras toutes les rediffusions de mes lives sur Twitch !
France,FR,82,1749,UCnyXbcCPqBOf_qXjyNF7dlg,Conkerax,478000,119202506,1081,FR,"Ici Conkerax au rapport!  Bienvenue à tous sur la chaîne d'un passionné de jeux vidéo, collectionneur, player, avec un petit (gros !) faible pour la Nintendo Gamecube.  Au programme : des vidéos, de la collection, de la nostalgie, de la chasse au Amiibo, des reportages et surtout du Game, le tout dans la bonne humeur !  Youtuber toujours présent pour répondre à ses abonnés, si vous avez la moindre"
France,FR,83,1755,UCus9EeXDcLaCJhVXYd6PJcg,mistermv,471000,285858642,4017,FR,"Cette chaîne YouTube, je la dédie à tous mes frères incarcérés.  Le plus souvent sur Twitch (twitch.tv/mistermv) "
France,FR,84,1756,UCPt41nVZoMm0A3_YFy4l3BQ,ZetFarTV,471000,47450973,336,FR,Je suis un joueur manette sur Fortnite mais sur cette chaîne je joue aussi à plein d'autres jeux !  Code créateur «zetfar » #publicité   📨 contact@zetfar.fr 
France,FR,85,1768,UCegFrlVxf8kK3g_XlTNcUmA,DHM 2.0 ,459000,120334113,467,FR,Hey c'est la chaine Gaming de DHM ! Abonnes toi !   Mail Pro : contact@dhmteam.fr  
France,FR,86,1801,UCw7NXYiQ1P1SqAsto8VMpnQ,Frite 2.0,438000,147148279,3267,BE,Hello tout le monde ! Ici vous êtes sur ma chaîne secondaire ! On va faire pleins de choses différentes passant du fun à l'horreur ! alors si tu aimes le contenu chill et no prise de tête n'hésite pas à suivre la chaîne :D
France,FR,87,1809,UCu7DJRzeHpIU_KKOAO_996Q,DIAZZA,433000,8814373,24,PL,"🎧 Welcome to DIAZZA’s official YouTube channel 🎧 Step into a world of neon dreams, retro beats, and deep emotion. DIAZZA blends new italo disco, synthpop, and modern electronic vibes to create a unique sonic experience — nostalgic yet fresh, cinematic yet intimate.  Here you’ll find: 🎵 Original music & official videos 🎹 Behind-the-scenes content & live sessions 🌌 Retro-inspired visual stories ✨ A "
France,FR,88,1821,UCrj6oDCr-k7L24faI2alJRQ,Talcado Brookhaven,429000,84632350,625,FR,La boutique : https://awariztalcado.fr/
France,FR,89,1838,UCM0oIMTPOZC1BTU3sP-GsXw,Anna,416000,171001467,735,FR,"Chaîne YouTube de Anna ! La Fan Girl officielle de Talcado !  LA BOUTIQUE : https://awariztalcado.fr/ J'adore mes amis Talcado, Awariz et Gemi !  Abonne toi ! :D "
France,FR,90,1867,UCMmcGgqHuLjZVsYzYYX_Vqw,Locklear Replays & VODs,400000,129626015,4883,Unknown,Rediff des lives Twitch gratuite !
France,FR,91,1899,UCcxuqPErMtJbqpP6ObGc0kA,Shado Roblox,386000,193833378,874,FR,
France,FR,92,1931,UCoFxU7v0xVzmWFmhE_SDF8Q,SNIR,369000,137740939,3895,FR,"Petit café les amis !! ☕ 🔥 TikTok : https://www.tiktok.com/@sniryt 📸 https://www.instagram.com/sniryt  😍 Ma boutique : https://petitcafe.shop ➡️ ❤️ Soutient mon activité, offre un café : https://guidejv.com/cafe/   ▬ ▬ ▬  CONTACT  ▬ ▬ ▬ Contact professionnel :  snir.contactbusiness@gmail.com (Toute demande non commerciale ne sera pas traitée) "
France,FR,93,1935,UCvcVcuOdDtu0UCV-YcfUgHA,Ouah Leouff,365000,131407463,2586,FR,"Streamer, caster & partenaire Supercell  Anciennement joueur professionnel pour la structure vitality, je vous fais vivre la notion de tryhard à travers différentes vidéos. Tu peux également me suivre sur mes différents réseaux sociaux.   "
France,FR,94,1953,UC0oW9e0W6ACnHY48ZKw6c7g,Elchiki - Clash Of Clans,356000,157940337,1462,FR,CODE : Elchiki dans toutes les boutiques
France,FR,95,1954,UCeK5X84-Bkg_YNUCvrzJyWQ,MIG,356000,163190106,47,FR,Chaîne de l'artiste M.I.G  Rappeur originaire du 91 Essonne 
France,FR,96,1966,UCqBiDK5hYpaBg1aeVjy42Fg,Bovann,349000,42495242,86,DE,"- Je suis africain en général et camerounais en particulier (237). - Mon pays de résidence c’est l’Allemagne. - Artiste et à mes temps libre influenceur.  TBH signifie Team Bonne Humeur et c’est le nom de ma famille sur les réseaux.   Bienvenue chez toi, chez nous ❤️   "
France,FR,97,1970,UCZpJLCV3gVP8R_sc8P30VpQ,BOTCH,347000,50699928,176,FR,"BOTCH* : (adj. et n.)  : Terme argotique employé dans le midi synonyme de ""fou""  ""Il est 8h du mat et t'es déjà bourré ? Mais t'es un botch !"""
France,FR,98,1987,UCOM3hIIJ3ZcpWQEKProj5Ig,CHOWH1,340000,125194289,1924,FR,Le lord de Warzone 👑  ------------------------------------------------------  CHOWTV : https://www.youtube.com/channel/UC2MkGUdvE1XERzDfsUdIZzg?sub_confirmation=1 Twitch  : https://www.twitch.tv/chowh1 Twitter :   https://twitter.com/CHOWH1_ Insta : https://www.instagram.com/chowh1/ Tiktok : https://www.tiktok.com/@chowh1  
France,FR,99,1994,UC4hQKTclVlbLKEPahv4kSIA,Mister Wallon,339000,183371751,2144,BE,"Salut, Moi c'est William. Monteur, réalisateur et inventeur de concept en tout genre principalement sur les opus Farming Simulator...  Contact: foxxblue1717@gmail.com"
France,FR,100,2011,UCLz6B7LxOdwgHbcgFi_hpQQ,Iro Sef,333000,61240036,488,BE,"Salutations explorateur d'univers ! Moi c'est Iro et mon truc, c'est de parler de théories, d'analyses et de rétrospectives d’œuvres, que ce soit de films, de jeux-vidéo ou encore de séries. Ambiance poétique et infernale, pour le grand plaisir des plus curieux d'entre vous. J'ai découvert de multiples univers depuis mon plus jeune âge et je me plais à les explorer en votre compagnie. A travers me"
